time_sec,healthy_accel_g,outer_race_defect_g,inner_race_defect_g
0.6790,0.0936,2.2428,4.1992
0.6800,0.3319,1.6892,3.5674
0.6810,0.2925,1.5176,3.4847
0.6820,-0.0716,1.0845,2.6014
0.6830,0.0177,1.3946,1.9207
0.6840,-0.2503,4.0164,2.8087
0.6850,0.1160,3.7064,2.5077
0.6860,0.0523,2.9976,2.6991
0.6870,-0.0068,2.1659,1.9467
0.6880,-0.3454,1.6209,1.3887
0.6890,-0.3567,0.7249,1.0174
0.6900,-0.2845,0.9078,4.0809
0.6910,-0.3112,0.5719,3.2936
0.6920,-0.6088,-0.0731,2.8043
0.6930,-1.0325,3.3739,1.2867
0.6940,-1.0208,2.6381,0.6444
0.6950,-0.8827,1.9340,1.0094
0.6960,-0.6258,2.1269,7.2872
0.6970,-0.9120,1.1539,4.9033
0.6980,0.0234,1.4747,5.3760
0.6990,-0.5840,0.6393,3.1428
0.7000,-0.1790,0.8797,3.2282
0.7010,0.5090,1.7384,3.7856
0.7020,0.0304,4.4812,9.1268
0.7030,1.0383,5.2444,8.0313
0.7040,0.1372,3.1820,6.8277
0.7050,0.3380,2.7680,5.0612
0.7060,1.0638,3.4509,5.2310
0.7070,0.9243,2.8939,4.1176
0.7080,0.9208,1.7419,8.5766
0.7090,0.7705,1.8154,6.7766
0.7100,0.3218,1.2984,5.1825
0.7110,0.5807,4.8088,4.9156
0.7120,0.2172,3.5695,3.4338
0.7130,0.3041,3.6756,2.6906
0.7140,0.1224,2.7771,4.5629
0.7150,0.5537,2.4147,3.8631
0.7160,0.0238,1.3847,3.3708
0.7170,0.2179,1.4658,2.8283
0.7180,-0.1184,0.8343,1.6185
0.7190,-0.1215,0.5221,1.7927
0.7200,-0.0836,3.9767,3.6356
0.7210,-0.3870,3.1469,2.7250
0.7220,0.0602,3.0618,2.7214
0.7230,-0.4621,1.7544,0.6531
0.7240,-0.5498,1.5590,0.8766
0.7250,-0.4868,1.2981,0.9697
0.7260,-0.3851,0.7162,6.1530
0.7270,-0.7363,-0.0895,4.0915
0.7280,-0.8226,-0.0984,2.7403
0.7290,-0.3084,4.2526,2.4136
0.7300,-0.6697,2.5626,3.0565
0.7310,-0.5516,2.0054,1.4695
0.7320,-0.2584,1.6677,8.9833
0.7330,-0.4704,1.3680,7.0297
0.7340,0.4078,2.5921,6.2992
0.7350,0.5055,1.6201,5.0315
0.7360,0.3660,1.7655,3.7781
0.7370,0.2916,1.5761,2.8113
0.7380,0.8606,5.0279,9.7104
0.7390,0.4337,3.9948,7.5654
0.7400,0.6543,3.6248,6.4724
0.7410,0.1769,2.5537,4.5165
0.7420,0.2874,2.1648,3.9663
0.7430,0.5090,1.6970,3.8683
0.7440,0.2909,1.1432,6.0667
0.7450,0.4776,1.9593,4.9392
0.7460,0.0954,0.9768,3.8577
0.7470,-0.0382,4.7506,3.7446
0.7480,0.1427,3.7895,2.5774
0.7490,-0.0028,3.6074,2.2825
0.7500,-0.2319,1.7375,3.3178
0.7510,0.1584,2.0122,2.9949
0.7520,0.1928,1.9080,2.9789
0.7530,-0.3723,0.9144,1.7068
0.7540,0.0490,1.0139,1.7448
0.7550,-0.4049,0.6249,1.5122
0.7560,-0.5914,3.9786,3.8000
0.7570,-0.4058,2.6271,3.0057
0.7580,-0.5462,2.4149,2.4638
0.7590,-0.7080,1.5772,1.5682
0.7600,-0.7169,1.3337,1.2626
0.7610,-0.9358,-0.2322,0.2407
0.7620,-0.3303,1.1319,7.0973
0.7630,-0.4565,0.5951,5.4186
0.7640,-0.5991,0.3440,4.2805
0.7650,-0.8143,3.4408,3.0615
0.7660,-0.2072,3.8583,2.9990
0.7670,-0.0678,2.6293,2.1200
0.7680,0.0081,2.2740,9.0425
0.7690,0.5712,2.1615,8.1881
0.7700,0.3433,1.6150,6.5390
0.7710,0.5858,2.0343,5.0958
0.7720,0.9650,1.4114,4.6048
0.7730,0.4836,1.4092,3.6023
0.7740,0.9763,5.6651,8.2356
0.7750,0.0950,3.6992,6.4746
0.7760,0.5969,3.6462,5.8061
0.7770,0.5999,3.1868,4.0158
0.7780,0.4870,2.4723,4.0390
0.7790,-0.0468,1.0139,3.1812
0.7800,0.0640,1.4696,4.0896
0.7810,0.1441,1.5500,3.3688
0.7820,0.1279,1.1627,3.2651
0.7830,-0.0554,4.6817,1.9481
0.7840,-0.3960,3.3044,1.3783
0.7850,0.2373,3.5499,1.8902
0.7860,-0.0192,1.8689,3.5568
0.7870,-0.2712,1.4006,2.6835
0.7880,-0.7616,1.3806,1.6389
0.7890,-0.4002,0.9649,1.0594
0.7900,-0.0624,1.2342,1.2093
0.7910,-0.4278,0.2477,1.6812
0.7920,-1.4302,2.8242,4.3408
0.7930,-0.0139,3.6258,4.2120
0.7940,-0.6582,2.4221,3.2388
0.7950,-0.4377,2.0246,2.8626
0.7960,-0.5828,1.3983,1.6137
0.7970,-0.7670,0.7630,1.1202
0.7980,-0.3326,0.8722,8.3938
0.7990,-0.6245,0.3224,6.4783
0.8000,0.0889,0.7598,5.7325
0.8010,0.2422,4.5573,4.9583
0.8020,0.1683,3.8566,4.1702
0.8030,1.3263,4.4423,3.8013
0.8040,0.6944,2.9714,10.0180
0.8050,0.4981,2.1134,8.0415
0.8060,1.1126,2.9330,7.3152
0.8070,1.1135,2.3220,6.1862
0.8080,0.2972,0.9300,4.2294
0.8090,0.6652,1.8585,3.7334
0.8100,0.2985,4.9610,6.7196
0.8110,0.1441,3.7422,4.9402
0.8120,0.1038,3.0092,4.6421
0.8130,0.4628,2.6998,4.3091
0.8140,0.2391,2.0643,2.5228
0.8150,0.2271,1.5147,2.4461
0.8160,0.0932,1.1977,4.2307
0.8170,0.0558,1.3563,2.9391
0.8180,-0.0091,1.0054,2.0138
0.8190,-0.1431,3.8009,1.1882
0.8200,-0.4772,3.1644,0.6497
0.8210,-0.0356,2.9945,1.0548
0.8220,-0.3387,2.1057,3.6907
0.8230,-0.1780,1.9035,2.8241
0.8240,-0.6613,0.7591,1.9120
0.8250,-0.6488,0.9017,2.1197
0.8260,-0.8894,-0.2600,0.5414
0.8270,-0.2444,0.7754,0.6295
0.8280,-0.4393,3.8192,7.3744
0.8290,-0.4682,3.1884,5.5820
0.8300,-0.4534,2.8747,4.0380
0.8310,-0.5161,1.8025,2.8007
0.8320,-0.2093,2.0776,2.3614
0.8330,-0.3368,1.1333,2.2570
0.8340,0.1255,1.5076,9.6487
0.8350,-0.0386,1.4437,7.8218
0.8360,0.3867,1.1687,7.0181
0.8370,0.6434,5.1113,5.3063
0.8380,0.6459,4.5819,4.5466
0.8390,0.6610,3.5727,3.6664
0.8400,-0.0163,2.1996,7.7622
0.8410,0.7988,3.0486,7.4705
0.8420,-0.1738,1.5708,5.5189
0.8430,0.0307,1.5797,4.4810
0.8440,0.7115,1.4840,3.6637
0.8450,0.6247,1.5965,3.0530
0.8460,0.8327,5.1352,5.5859
0.8470,0.3549,4.3686,3.8781
0.8480,0.0530,3.1305,3.3700
0.8490,0.2028,3.0337,2.4886
0.8500,-0.2136,1.8489,1.6901
0.8510,-0.3498,1.1131,1.7421
0.8520,-0.4285,0.5871,3.6630
0.8530,-0.0099,0.8875,2.8145
0.8540,-0.4643,0.6187,2.0238
0.8550,-0.5866,3.5676,1.8061
0.8560,0.0943,3.9759,1.7832
0.8570,-0.7827,2.7120,0.6552
0.8580,-0.5026,2.3505,4.5189
0.8590,-1.3626,0.4616,2.4363
0.8600,-0.7364,0.7843,2.2921
0.8610,-0.8000,-0.1393,2.0909
0.8620,-1.0268,-0.0927,1.2906
0.8630,-0.1118,0.8358,2.0116
0.8640,-0.4383,4.1322,7.9300
0.8650,-0.2688,3.2165,6.1345
0.8660,0.2208,3.1358,6.2545
0.8670,0.0335,2.7657,4.8306
0.8680,-0.2256,1.2318,2.9857
0.8690,0.0953,0.9202,3.1071
0.8700,0.5662,1.4921,9.3439
0.8710,0.7675,1.3235,8.3633
0.8720,0.7151,1.1558,6.5057
0.8730,0.7318,5.1130,5.4864
0.8740,0.6785,4.2954,4.1454
0.8750,0.5075,3.1718,4.2108
0.8760,0.6603,2.6105,7.2590
0.8770,0.7842,2.6394,6.0242
0.8780,0.1333,1.6194,4.3723
0.8790,-0.3963,0.7049,3.6405
0.8800,0.5708,2.0849,3.6117
0.8810,-0.1191,1.1300,2.2792
0.8820,0.2351,4.4752,3.6768
0.8830,0.3286,4.5896,3.0688
0.8840,-0.1260,3.2103,2.4512
0.8850,-0.1521,2.1043,2.1946
0.8860,-0.4505,1.3516,1.0658
0.8870,-0.7117,0.6812,0.2352
0.8880,-0.2531,1.3305,3.5997
0.8890,-0.3108,0.9655,2.4706
0.8900,-0.6971,0.0131,2.0715
0.8910,-0.4699,4.0180,1.8467
0.8920,-0.2078,3.1530,1.3759
0.8930,-0.6938,2.1042,0.6109
0.8940,-0.9176,1.1322,5.3581
0.8950,-0.4054,1.6591,4.6203
0.8960,-0.7611,0.4078,3.5684
0.8970,-0.5744,0.7909,2.7694
0.8980,-0.5633,1.0509,2.8045
0.8990,0.0217,0.7053,2.2026
0.9000,0.2969,4.8072,9.2616
0.9010,0.5905,4.3250,7.6005
0.9020,0.4673,3.2362,6.0425
0.9030,0.2431,2.8897,5.6425
0.9040,1.2085,2.9678,5.6300
0.9050,0.5589,2.0612,3.4247
0.9060,1.2902,3.4768,9.9642
0.9070,0.5336,1.6104,7.6098
0.9080,0.7334,1.1719,5.6407
0.9090,0.2959,4.4593,4.5295
0.9100,0.6007,4.9972,3.7052
0.9110,0.2495,3.2238,3.1472
0.9120,0.7522,2.9910,5.7185
0.9130,0.1419,1.9169,4.7134
0.9140,0.1700,2.1074,3.3180
0.9150,0.0366,1.3186,2.6985
0.9160,0.1365,1.4526,2.3552
0.9170,0.2961,0.5453,2.3319
0.9180,0.2088,5.2449,3.3503
0.9190,0.0349,3.4228,3.2276
0.9200,-0.0388,3.0762,2.7894
0.9210,-0.2747,2.0563,0.7865
0.9220,-0.6597,2.0302,0.9500
0.9230,-0.2006,1.4424,0.8606
0.9240,-0.2472,1.2304,5.6935
0.9250,-0.2375,0.4146,3.7022
0.9260,-0.8294,-0.2315,2.2825
0.9270,-0.1545,4.1989,2.3300
0.9280,-0.8430,2.9408,1.2474
0.9290,-0.9483,2.2308,1.8357
0.9300,-0.4827,2.0212,7.4185
0.9310,-0.4310,1.5378,6.2417
0.9320,-0.0089,1.4852,4.9012
0.9330,-0.0138,0.9140,4.8018
0.9340,0.1022,1.4195,3.7712
0.9350,0.6761,1.8862,3.7871
0.9360,0.4637,5.0457,9.2001
0.9370,0.5750,4.1152,7.6706
0.9380,0.9914,3.9207,7.2091
0.9390,0.7887,3.3192,5.4555
0.9400,0.7209,3.0456,5.2489
0.9410,0.7912,2.1199,4.1118
0.9420,0.7439,2.1243,7.7166
0.9430,0.7071,1.8394,6.3594
0.9440,0.2491,0.8122,4.9637
0.9450,0.4902,4.4154,4.5448
0.9460,0.0057,3.9700,2.5252
0.9470,0.4386,3.0780,2.9244
0.9480,0.4826,2.9666,4.6069
0.9490,-0.1500,2.4249,2.6145
0.9500,-0.1268,1.6347,2.5624
0.9510,0.0500,0.8100,1.3545
0.9520,-0.1014,1.4616,1.5709
0.9530,-0.1046,0.8821,1.4248
0.9540,0.0277,4.6429,3.5794
0.9550,0.0084,3.5697,2.9911
0.9560,-0.7571,1.8392,2.0034
0.9570,-0.4860,1.6747,1.6264
0.9580,-1.1149,0.4446,0.7690
0.9590,-0.8165,0.9879,0.2045
0.9600,-0.3732,1.1223,6.3213
0.9610,-1.0069,-0.4316,4.3002
0.9620,-0.5454,0.4934,3.0012
0.9630,-0.5745,3.6198,3.4638
0.9640,-0.4904,3.1708,2.5592
0.9650,-0.3383,2.8329,2.0700
0.9660,-0.0518,2.8662,9.0407
0.9670,0.0516,2.7604,7.9818
0.9680,0.2552,1.4232,5.9184
0.9690,0.0893,1.1974,4.8821
0.9700,0.7421,1.9297,4.8951
0.9710,0.5038,0.8316,4.1277
0.9720,0.3283,4.4015,8.7297
0.9730,0.4050,4.3757,7.3855
0.9740,0.5139,3.5311,6.7380
0.9750,0.8766,2.9371,6.0279
0.9760,0.7953,2.6465,4.8138
0.9770,0.6087,2.4460,3.3779
0.9780,-0.0355,0.9870,5.6924
0.9790,0.2567,1.5894,4.5824
0.9800,0.3730,1.1673,4.0869
0.9810,0.2905,4.9826,2.9774
0.9820,-0.1630,3.6624,2.0346
0.9830,-0.1350,2.6640,1.9007
0.9840,0.2235,2.8182,2.9354
0.9850,-0.5572,1.6779,2.1072
0.9860,0.2259,1.9397,2.1976
0.9870,-0.2341,0.6210,1.4927
0.9880,-0.4207,0.5106,1.1032
0.9890,-0.3679,0.4282,0.6900
0.9900,-0.5338,4.1017,3.5866
0.9910,-0.7902,3.0888,2.6471
0.9920,-0.6046,2.4505,1.9813
0.9930,-0.5995,1.3758,1.8030
0.9940,-1.0161,1.3822,1.3145
0.9950,-0.7381,1.1039,1.1410
0.9960,-0.6322,1.1978,7.3829
0.9970,-0.2434,1.0766,6.0975
0.9980,-0.6241,0.7111,4.5085
0.9990,-0.3776,3.9748,3.8146
1.0000,-0.1103,3.7246,3.4153
1.0010,0.5762,3.2535,3.1613
1.0020,0.0799,2.4595,9.4562
1.0030,0.8306,2.8856,8.8607
1.0040,0.2815,1.7284,6.3605
1.0050,0.8606,1.6365,5.1576
1.0060,0.7315,1.7079,4.6734
1.0070,0.5758,1.3187,3.8933
1.0080,0.5064,4.8915,7.5954
1.0090,0.4830,4.1616,6.6034
1.0100,0.3847,3.3748,5.6943
1.0110,0.3993,2.6692,4.1606
1.0120,0.2040,1.9636,3.5968
1.0130,0.3528,1.8290,3.0168
1.0140,0.5690,1.3259,5.0387
1.0150,0.1210,1.4760,2.9240
1.0160,0.0640,0.5566,2.2959
1.0170,-0.1412,3.9955,1.4488
1.0180,0.0179,3.9636,2.0635
1.0190,0.1082,3.2012,1.7365
1.0200,-0.3043,2.2452,2.9873
1.0210,-0.4410,1.7671,2.6569
1.0220,0.2082,1.8822,2.8268
1.0230,-0.3838,1.0327,1.7872
1.0240,-0.9553,0.1215,0.2219
1.0250,-0.9191,0.3549,0.0792
1.0260,-0.5417,4.0999,5.3581
1.0270,-0.4382,3.3904,4.4824
1.0280,-0.9415,1.7176,2.7767
1.0290,-0.6571,1.6778,2.4859
1.0300,-0.9264,0.3896,1.8627
1.0310,-0.3406,1.7155,1.9336
1.0320,-0.2513,0.8746,8.9767
1.0330,-0.4230,0.4955,7.0493
1.0340,0.1622,1.1804,5.7502
1.0350,0.3684,4.7118,5.3016
1.0360,0.4227,3.7340,3.6972
1.0370,0.2132,3.0519,3.3240
1.0380,0.1985,3.0399,9.6506
1.0390,0.6413,2.5306,7.9710
1.0400,0.5217,2.0513,6.5738
1.0410,0.6172,2.2375,5.1120
1.0420,0.5600,1.3336,4.2358
1.0430,0.4452,0.8674,3.1462
1.0440,0.7497,4.5528,7.3248
1.0450,0.5282,3.7642,5.2120
1.0460,0.3053,3.1473,4.4501
1.0470,0.3698,2.9052,3.8140
1.0480,-0.1212,1.5692,2.5539
1.0490,0.2827,1.5505,2.6247
1.0500,0.0038,1.2233,3.4664
1.0510,-0.0830,0.6367,3.1474
1.0520,0.0099,0.2388,3.2134
1.0530,0.0591,4.7578,2.1324
1.0540,-0.4997,3.1233,1.0063
1.0550,0.1882,3.0483,0.7126
1.0560,-0.2292,2.1086,4.0398
1.0570,-0.8493,1.4446,2.8631
1.0580,-0.6212,0.6328,2.3287
1.0590,-0.6860,0.8211,2.2728
1.0600,-0.8363,-0.2657,0.5807
1.0610,-1.0697,-0.1768,0.4554
1.0620,-0.5252,4.1964,7.3052
1.0630,-0.6665,2.4967,5.2410
1.0640,-0.5421,2.5760,4.3366
1.0650,-0.9611,1.5970,3.2468
1.0660,-0.3077,1.6738,3.1798
1.0670,-0.5527,1.4705,2.3220
1.0680,1.0640,2.4702,10.3769
1.0690,0.2111,1.0069,7.4554
1.0700,0.4133,0.9440,7.0736
1.0710,0.3015,4.4477,5.2422
1.0720,0.6115,4.5116,4.4182
1.0730,0.9370,4.1039,3.9564
1.0740,0.7722,3.2227,8.7838
1.0750,0.6940,2.6995,7.1679
1.0760,0.2961,1.6543,5.1731
1.0770,0.6173,2.4505,4.6235
1.0780,0.8563,1.9946,4.3961
1.0790,0.7440,1.1393,3.2577
1.0800,-0.1007,4.2583,3.9869
1.0810,0.2444,3.7296,3.8238
1.0820,0.2022,3.2074,2.9954
1.0830,0.4050,2.9905,2.3815
1.0840,-0.0428,2.3250,2.2234
1.0850,0.2645,2.2674,2.2885
1.0860,-0.2940,1.2490,3.0997
1.0870,0.1012,1.5460,2.7916
1.0880,-0.0509,0.5767,2.2617
1.0890,-0.3884,4.0410,1.5926
1.0900,-0.2951,4.1941,1.2341
1.0910,-0.5385,1.8684,1.0683
1.0920,-0.6105,1.5720,4.9365
1.0930,-0.6376,1.2198,4.1808
1.0940,-0.5261,0.9079,3.1242
1.0950,-0.7393,0.0792,1.8502
1.0960,-0.4772,0.1513,1.9741
1.0970,-0.4627,0.7861,1.8390
1.0980,-0.5323,4.2613,8.4690
1.0990,0.0823,3.5078,6.8181
1.1000,-0.0851,2.6686,5.8936
1.1010,0.4267,2.2638,4.8574
1.1020,0.4163,2.2586,4.1832
1.1030,0.6052,2.0670,3.4755
1.1040,0.7957,1.9401,9.9937
1.1050,0.6920,1.3080,7.7527
1.1060,0.9998,1.6043,6.6454
1.1070,0.5302,5.6738,5.1630
1.1080,0.3770,4.1550,4.1729
1.1090,0.4597,3.5380,3.8548
1.1100,0.5061,3.3738,6.8666
1.1110,0.5503,2.6737,5.6944
1.1120,0.4662,1.6760,4.9131
1.1130,0.4362,1.9909,2.9370
1.1140,0.0608,1.0337,1.8380
1.1150,0.5235,1.7431,2.9833
1.1160,-0.0108,4.3703,2.7501
1.1170,0.2227,3.4415,3.4713
1.1180,-0.0423,2.8010,2.2818
1.1190,-1.0198,1.2537,1.1885
1.1200,-0.4983,1.4191,0.9437
1.1210,0.1151,1.8266,0.6622
1.1220,-0.2544,0.7769,2.7338
1.1230,-0.3440,0.5885,3.1322
1.1240,-0.1991,0.7183,2.5524
1.1250,-0.6417,4.5435,1.3841
1.1260,-0.6076,3.1667,1.2037
1.1270,-0.5337,1.8997,0.6284
1.1280,-0.6598,1.7211,6.1727
1.1290,-0.5051,1.1985,4.4867
1.1300,-0.7144,-0.0376,4.1752
1.1310,0.2469,1.2400,3.5393
1.1320,-0.6343,0.5433,1.7745
1.1330,-0.0525,1.2017,2.5007
1.1340,-0.0076,4.0304,9.7372
1.1350,-0.0400,3.6523,7.0360
1.1360,0.8760,4.3110,7.0130
1.1370,0.7142,2.8120,5.6355
1.1380,0.3731,2.2698,4.4508
1.1390,0.7153,1.5379,3.9141
1.1400,0.4437,1.5931,7.8693
1.1410,0.6371,1.7091,6.9646
1.1420,0.4495,1.2880,5.4312
1.1430,1.0568,5.5048,5.8043
1.1440,0.2405,3.6212,3.0225
1.1450,0.2404,3.0359,3.8075
1.1460,0.5124,3.1542,5.4224
1.1470,0.2934,2.4505,4.3438
1.1480,-0.2624,1.0356,2.8514
1.1490,0.1686,0.9581,2.9437
1.1500,-0.0995,0.6956,1.9804
1.1510,-0.2121,0.5988,0.8661
1.1520,-0.4202,4.4416,3.1264
1.1530,-0.0430,3.6261,2.6157
1.1540,-0.7488,2.6088,1.4192
1.1550,-0.1481,2.3645,1.7525
1.1560,-0.0208,1.6705,1.1126
1.1570,-0.7256,0.9264,0.1418
1.1580,-0.7553,0.3261,3.9698
1.1590,-0.1396,1.0875,3.9509
1.1600,-0.6943,0.1904,2.4623
1.1610,-0.5676,3.4566,2.4286
1.1620,-0.3287,3.6975,1.7449
1.1630,-0.2330,2.7898,1.4416
1.1640,-0.5091,1.5529,7.9574
1.1650,-0.3585,1.8847,6.8069
1.1660,-0.1938,1.2138,5.4884
1.1670,-0.0009,1.5221,4.4577
1.1680,0.1692,1.5178,3.7921
1.1690,0.5593,1.7914,3.3998
1.1700,0.3748,4.6322,9.3784
1.1710,0.4445,3.9461,7.5189
1.1720,0.5553,3.2851,6.4469
1.1730,0.5514,3.3959,5.8386
1.1740,1.3080,3.3935,5.0765
1.1750,0.1972,1.7522,4.4814
1.1760,0.7563,2.1702,7.6928
1.1770,0.0856,0.4091,5.7058
1.1780,0.3629,1.3573,4.2675
1.1790,-0.1243,4.0938,3.6455
1.1800,-0.0141,3.6273,3.1220
1.1810,0.0097,2.8626,1.8694
1.1820,0.0968,1.7880,3.7331
1.1830,-0.0507,1.9564,3.0215
1.1840,0.0330,1.1616,2.8674
1.1850,0.1855,1.7358,2.3219
1.1860,-0.1709,1.1836,1.8648
1.1870,-0.0402,0.9807,1.1224
1.1880,-0.6244,3.7197,3.3082
1.1890,-0.0954,3.5731,2.7316
1.1900,-0.2923,2.8929,1.7683
1.1910,-0.1161,1.9622,1.8459
1.1920,-0.3968,1.4856,1.4109
1.1930,-0.7785,0.4111,1.0505
1.1940,-0.4971,0.6303,6.5184
1.1950,-0.9604,-0.0927,4.6549
1.1960,-1.0199,-0.2115,3.0874
1.1970,-0.4685,4.1712,2.8536
1.1980,-0.1278,3.6825,3.4921
1.1990,0.0596,2.8790,2.2564
1.2000,-0.0934,2.2401,8.8785
1.2010,0.4484,2.7925,8.0179
1.2020,0.4305,1.7274,6.7635
1.2030,0.4847,1.4867,5.6862
1.2040,0.3818,1.5884,3.8744
1.2050,1.1215,1.5343,4.7238
1.2060,0.4326,5.0282,8.8170
1.2070,0.4064,4.2982,7.1087
1.2080,0.5217,3.6535,6.6912
1.2090,0.6146,2.5559,4.8635
1.2100,0.2005,1.8708,3.9441
1.2110,0.3545,2.4719,3.0698
1.2120,0.2593,1.0617,5.1599
1.2130,-0.1619,1.0926,3.6711
1.2140,0.3508,1.0761,3.6615
1.2150,-0.3155,3.8944,2.2805
1.2160,0.1594,4.0768,2.2856
1.2170,-0.2772,2.3065,1.7577
1.2180,0.4628,3.1554,3.7967
1.2190,0.0330,2.3751,2.9727
1.2200,0.3110,1.6489,2.9118
1.2210,0.0876,1.1595,2.4859
1.2220,-0.8103,0.0266,1.1183
1.2230,-0.7576,0.0897,0.3691
1.2240,-0.5450,3.9736,3.8543
1.2250,-0.7854,3.2259,2.7098
1.2260,-0.1989,2.1600,2.4242
1.2270,-0.7542,1.1972,1.2350
1.2280,-0.5336,1.7438,0.9993
1.2290,-0.7778,0.6734,0.3932
1.2300,-0.3183,0.7566,7.8123
1.2310,-0.5324,0.3217,5.4957
1.2320,-0.0419,0.4879,5.3950
1.2330,-0.2483,4.3360,4.4819
1.2340,0.7568,4.0621,4.8835
1.2350,0.5471,3.7570,3.4907
1.2360,0.6372,2.9662,9.8397
1.2370,0.7548,2.9056,8.3991
1.2380,0.6320,1.8153,6.2719
1.2390,0.4796,1.5864,5.5515
1.2400,0.4212,1.4063,4.0896
1.2410,0.6862,1.6333,3.8561
1.2420,0.2948,5.1561,6.7652
1.2430,0.8360,4.4786,5.9659
1.2440,0.4613,3.2339,4.7772
1.2450,0.7235,3.0506,4.5418
1.2460,0.1657,2.1537,3.2507
1.2470,0.1772,0.8979,2.7437
1.2480,0.0881,1.8014,3.6498
1.2490,0.2694,1.2782,3.5756
1.2500,-0.0085,0.3028,2.5149
1.2510,-0.3191,4.4505,1.4847
1.2520,0.2041,3.9055,1.5920
1.2530,-0.3270,2.9141,1.1841
1.2540,-0.4255,1.8338,3.6098
1.2550,-0.5583,1.2822,2.6936
1.2560,-0.1456,1.4678,2.3221
1.2570,-0.8175,0.7768,1.3789
1.2580,-0.3761,1.0288,1.2363
1.2590,-0.1662,0.1468,0.8775
1.2600,-0.6663,3.8207,6.3581
1.2610,-0.8619,3.3008,3.5864
1.2620,-0.3945,2.7314,4.2136
1.2630,-0.5346,1.6633,2.7863
1.2640,-0.7200,0.6509,2.6235
1.2650,-0.2909,1.2974,1.3511
1.2660,-0.2003,0.9217,9.0862
1.2670,-0.3704,0.8243,7.0090
1.2680,0.1130,1.0604,6.9775
1.2690,0.8188,5.2224,5.7743
1.2700,0.8456,4.8496,5.2799
1.2710,0.7534,3.8588,4.3044
1.2720,0.8656,3.5906,8.8505
1.2730,0.7752,2.5209,7.6360
1.2740,0.7133,2.5551,6.2030
1.2750,0.2569,1.3091,4.8366
1.2760,0.5360,1.8037,4.8977
1.2770,0.1420,1.0548,3.4328
1.2780,0.4383,4.9196,6.0179
1.2790,-0.0607,3.4008,4.0657
1.2800,0.4033,3.1992,3.7635
1.2810,-0.2673,2.1812,2.5762
1.2820,-0.0010,1.6343,2.2131
1.2830,0.0743,1.8739,2.4837
1.2840,-0.4351,0.5213,3.2284
1.2850,-0.2330,1.3653,3.0332
1.2860,-0.0376,1.1250,2.4161
1.2870,-0.1046,4.5184,1.4736
1.2880,-0.3990,3.1215,1.1526
1.2890,-0.6043,2.4233,0.3705
1.2900,-0.7582,1.6448,4.0565
1.2910,-0.4888,1.5945,3.4403
1.2920,-0.7458,0.8935,2.6721
1.2930,-0.0694,1.1112,2.0597
1.2940,-0.1108,1.1565,2.1343
1.2950,-0.7354,-0.0543,1.1806
1.2960,-0.7180,4.1374,7.4658
1.2970,-0.4118,3.1196,6.3170
1.2980,-0.1606,3.0267,5.1466
1.2990,0.1840,2.5359,4.1354
1.3000,-0.4889,1.8377,3.0210
1.3010,0.4896,1.9961,2.6580
1.3020,0.3470,1.5348,10.0403
1.3030,0.3548,1.3468,7.7357
1.3040,0.4233,1.2758,6.5964
1.3050,0.3344,4.4661,5.4979
1.3060,0.9643,4.5112,4.9953
1.3070,0.3579,3.3750,3.3604
1.3080,0.6444,3.2198,8.0421
1.3090,0.8111,2.6861,6.5215
1.3100,0.3684,1.7550,5.1695
1.3110,0.2581,1.8004,4.4263
1.3120,0.1995,1.2409,3.4164
1.3130,0.6256,1.3507,2.6338
1.3140,-0.1375,3.7578,4.3100
1.3150,0.1184,3.2566,3.2338
1.3160,0.3918,3.3781,2.9996
1.3170,0.0884,2.5516,2.7672
1.3180,-0.6358,1.1387,1.1712
1.3190,-0.1624,1.3919,1.7714
1.3200,-0.1957,0.9060,3.3003
1.3210,0.3042,1.4118,3.1307
1.3220,-0.3080,-0.0930,2.9253
1.3230,-0.6173,3.6698,1.0768
1.3240,-0.5761,2.7694,1.4241
1.3250,-0.4559,2.6826,0.3882
1.3260,-0.7577,1.7367,6.0121
1.3270,-0.5670,1.8133,3.8528
1.3280,-1.0162,0.4406,2.8522
1.3290,-0.6815,0.7370,2.6026
1.3300,-0.6987,0.4832,1.8908
1.3310,-0.4942,0.7381,1.7166
1.3320,-0.0336,4.2172,9.4722
1.3330,-0.1585,3.3016,7.0592
1.3340,-0.0281,2.9837,5.6517
1.3350,0.7022,2.6972,5.3326
1.3360,0.5630,2.6539,4.2246
1.3370,0.6520,2.2067,3.8614
1.3380,0.3177,1.7284,9.5351
1.3390,0.6735,1.5795,8.2845
1.3400,0.5969,1.7481,6.6973
1.3410,0.6719,5.0140,5.8967
1.3420,0.5465,4.3481,4.7002
1.3430,0.3616,2.7770,3.6371
1.3440,0.0227,2.8462,5.6326
1.3450,0.1949,2.2103,4.8765
1.3460,-0.1746,1.2013,3.7884
1.3470,0.4519,1.4110,3.5787
1.3480,-0.0843,0.5229,2.8233
1.3490,0.2034,0.9241,2.4193
1.3500,-0.1614,4.1020,3.0367
1.3510,-0.0478,3.3310,2.8900
1.3520,-0.7077,2.3833,1.5705
1.3530,-0.4833,1.7174,1.1965
1.3540,-0.2819,1.7615,0.6442
1.3550,-0.2316,1.1455,0.7579
1.3560,-0.2783,1.3993,4.1612
1.3570,-0.0883,1.1582,3.5028
1.3580,-0.4269,0.5188,2.0106
