udi,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf
1042,297.58,308.27,1346.8,44.28,230.1,0,0,0,0,0
1043,300.18,308.18,1511.6,47.08,56.5,0,0,0,0,0
1044,303.10,312.40,1608.4,41.51,121.6,0,0,0,0,0
1045,302.63,310.90,1350.4,47.12,75.7,1,0,1,0,0
1046,301.66,312.70,1517.9,44.60,53.4,0,0,0,0,0
1047,298.38,306.78,1362.8,50.06,201.2,1,0,1,0,0
1048,299.51,308.88,1544.6,40.99,86.6,0,0,0,0,0
1049,298.82,309.54,1438.1,42.80,103.0,0,0,0,0,0
1050,300.69,310.51,1413.1,46.84,146.4,0,0,0,0,0
1051,301.97,312.46,1524.1,49.94,91.9,0,0,0,0,0
1052,297.63,307.61,1698.8,38.75,219.5,0,0,0,0,0
1053,298.93,308.71,1565.6,42.38,200.5,0,0,0,0,0
1054,301.86,310.73,1722.1,47.29,230.4,1,1,0,0,0
1055,302.21,311.85,1680.4,19.72,203.2,1,0,0,1,0
1056,297.57,307.60,1441.4,44.69,155.6,0,0,0,0,0
1057,299.84,310.67,1502.4,42.11,47.7,0,0,0,0,0
1058,302.48,310.51,1454.3,38.98,227.0,0,0,0,0,0
1059,302.47,313.84,1723.8,19.93,65.6,0,0,0,0,0
1060,299.26,309.91,1741.3,33.81,131.1,0,0,0,0,0
1061,302.16,311.21,1597.7,33.45,82.2,0,0,0,0,0
1062,300.74,312.33,1434.0,36.80,135.8,0,0,0,0,0
1063,298.08,307.99,1284.6,55.89,165.8,0,0,0,0,0
1064,303.38,312.07,1265.6,48.81,78.2,0,0,0,0,0
1065,299.18,308.06,1851.0,17.95,99.8,1,0,0,1,0
1066,299.76,310.26,1366.4,47.86,60.3,0,0,0,0,0
1067,296.83,306.88,1648.3,31.66,182.3,0,0,0,0,0
1068,299.00,309.08,1461.9,34.25,62.4,0,0,0,0,0
1069,298.57,307.45,1531.7,36.57,188.2,0,0,0,0,0
1070,296.44,305.47,1778.4,37.36,231.5,0,0,0,0,0
1071,300.87,310.45,1640.3,29.22,72.9,0,0,0,0,0
1072,298.57,308.34,1419.6,44.15,205.4,0,0,0,0,0
1073,301.85,312.92,1534.9,40.15,165.2,0,0,0,0,0
1074,299.40,309.65,1553.7,39.86,84.7,0,0,0,0,0
1075,302.26,312.81,1868.7,34.69,15.7,0,0,0,0,0
1076,300.11,308.53,1150.0,46.20,127.3,1,0,1,0,0
1077,299.62,309.69,1377.7,48.39,101.3,0,0,0,0,0
1078,299.60,309.50,1553.3,44.03,90.8,0,0,0,0,0
1079,298.30,309.72,1385.0,37.87,64.4,0,0,0,0,0
1080,299.00,308.18,1563.7,39.38,44.0,0,0,0,0,0
1081,301.65,311.79,1416.2,45.24,20.5,0,0,0,0,0
1082,301.63,311.69,1412.1,44.02,69.7,0,0,0,0,0
1083,299.74,310.78,1404.0,55.28,144.3,0,0,0,0,0
1084,299.82,311.55,1784.0,27.25,106.6,0,0,0,0,0
1085,297.26,307.40,1625.3,32.69,225.3,0,0,0,0,0
1086,299.01,309.32,1483.6,34.89,190.0,0,0,0,0,0
1087,298.93,308.47,1785.7,32.23,66.9,0,0,0,0,0
1088,297.35,305.34,1469.7,40.79,226.0,0,0,0,0,0
1089,302.39,311.78,1150.0,50.34,240.2,1,0,0,0,1
1090,299.59,309.48,1668.0,44.58,98.6,0,0,0,0,0
1091,299.75,310.26,1742.1,30.31,39.9,0,0,0,0,0
1092,301.55,309.46,1400.4,42.29,32.8,0,0,0,0,0
1093,298.16,307.96,1535.4,29.81,13.0,0,0,0,0,0
1094,301.36,312.32,1681.6,39.18,139.2,0,0,0,0,0
1095,295.47,305.44,1524.1,45.32,156.4,0,0,0,0,0
1096,298.85,308.24,1703.5,41.21,78.0,0,0,0,0,0
1097,295.98,306.98,1397.1,42.39,187.4,0,0,0,0,0
1098,302.47,313.17,1398.0,36.97,30.0,0,0,0,0,0
1099,301.48,310.05,1590.6,41.27,135.6,0,0,0,0,0
1100,298.72,306.88,1150.0,50.58,185.3,1,0,1,0,0
1101,300.01,309.80,1651.1,37.77,60.1,0,0,0,0,0
1102,298.30,309.12,1465.8,38.11,131.1,0,0,0,0,0
1103,300.82,310.03,1459.0,44.68,211.7,0,0,0,0,0
1104,301.55,312.20,1536.5,41.22,156.7,0,0,0,0,0
1105,298.78,309.28,1487.9,41.57,38.3,0,0,0,0,0
1106,300.77,309.35,1541.8,38.02,80.7,0,0,0,0,0
1107,298.29,308.35,1496.7,47.78,53.1,0,0,0,0,0
1108,299.34,308.15,1168.1,55.80,15.8,0,0,0,0,0
1109,300.44,309.89,1257.9,48.80,55.8,0,0,0,0,0
1110,301.53,312.24,1526.6,54.49,202.8,1,0,0,0,1
1111,298.68,311.57,1719.1,37.27,120.5,0,0,0,0,0
1112,299.78,310.22,1832.4,32.21,30.2,0,0,0,0,0
1113,300.90,308.03,1602.2,37.32,88.6,0,0,0,0,0
1114,301.54,311.79,1652.1,33.06,97.2,0,0,0,0,0
1115,302.81,313.10,1421.8,38.21,52.9,0,0,0,0,0
1116,299.67,309.86,1527.3,45.89,206.2,0,0,0,0,0
1117,303.86,312.95,1415.3,40.40,108.9,0,0,0,0,0
1118,298.41,308.87,1303.3,44.15,67.7,0,0,0,0,0
1119,301.70,310.57,1150.0,60.14,54.4,0,0,0,0,0
1120,303.22,311.48,1399.8,36.66,44.6,0,0,0,0,0
1121,303.73,313.01,1531.0,38.62,212.1,0,0,0,0,0
1122,299.80,309.65,1396.3,45.99,158.0,0,0,0,0,0
1123,297.91,307.71,1644.1,28.82,161.3,0,0,0,0,0
1124,296.96,308.36,1151.0,58.06,213.3,1,0,0,0,1
1125,299.16,310.17,1812.8,38.86,184.6,0,0,0,0,0
1126,296.34,305.67,1865.2,18.88,163.1,0,0,0,0,0
1127,298.44,309.13,1734.6,40.38,50.6,0,0,0,0,0
1128,296.37,305.66,1432.7,48.07,161.3,0,0,0,0,0
1129,300.68,311.97,1674.8,34.34,136.1,0,0,0,0,0
1130,302.23,311.32,1494.6,39.74,99.8,0,0,0,0,0
1131,299.69,311.70,1924.5,35.47,129.8,0,0,0,0,0
1132,302.93,313.91,1508.5,46.13,215.0,0,0,0,0,0
1133,299.33,309.65,1150.0,54.89,197.1,0,0,0,0,0
1134,301.29,311.09,1498.3,34.43,86.2,0,0,0,0,0
1135,298.10,307.88,1300.3,54.00,201.0,0,0,0,0,0
1136,300.48,310.33,1665.6,36.28,88.4,0,0,0,0,0
1137,301.64,312.08,1964.9,15.52,236.2,1,1,0,1,0
1138,300.72,310.25,1533.2,38.93,132.1,0,0,0,0,0
1139,302.12,311.36,1671.9,30.46,73.8,0,0,0,0,0
1140,300.34,311.71,1260.0,45.62,209.9,0,0,0,0,0
1141,300.21,310.10,1679.6,39.77,85.2,0,0,0,0,0
1142,300.37,308.35,1620.1,36.25,115.2,0,0,0,0,0
1143,302.46,310.84,1410.8,49.59,35.7,0,0,0,0,0
1144,300.82,311.64,1437.6,46.66,7.3,0,0,0,0,0
1145,300.97,310.62,1631.3,31.70,20.5,0,0,0,0,0
1146,300.44,310.85,1315.0,53.27,119.2,0,0,0,0,0
1147,302.40,312.38,1329.7,42.99,12.1,0,0,0,0,0
1148,295.32,306.23,1554.5,43.74,207.8,0,0,0,0,0
1149,298.76,308.82,1596.0,36.54,134.5,0,0,0,0,0
1150,300.13,310.80,1515.3,45.98,232.5,1,1,0,0,0
1151,300.30,308.77,1700.6,40.68,129.3,0,0,0,0,0
1152,297.05,307.07,1501.2,35.87,79.3,0,0,0,0,0
1153,303.14,312.43,1459.5,43.08,95.1,0,0,0,0,0
1154,300.39,308.85,1444.0,57.63,63.4,0,0,0,0,0
1155,298.93,308.67,1427.3,40.22,147.2,0,0,0,0,0
1156,302.84,313.95,1630.4,36.79,29.4,0,0,0,0,0
1157,301.94,312.85,1158.3,52.57,195.4,0,0,0,0,0
1158,297.05,307.66,1410.1,42.34,212.3,0,0,0,0,0
1159,295.62,304.78,1514.5,36.40,176.0,0,0,0,0,0
1160,298.27,308.45,1272.0,47.64,189.3,0,0,0,0,0
1161,301.76,310.72,1362.5,48.58,162.7,0,0,0,0,0
1162,301.68,311.10,1420.1,45.29,194.5,0,0,0,0,0
1163,300.71,312.71,1188.3,42.49,238.5,1,1,0,0,0
1164,301.68,310.53,1686.2,31.32,112.1,0,0,0,0,0
1165,299.62,309.88,1378.1,51.48,175.9,0,0,0,0,0
1166,302.43,310.51,1922.4,31.48,10.9,0,0,0,0,0
1167,301.74,310.58,1583.4,37.13,6.5,0,0,0,0,0
1168,298.18,307.68,1237.6,52.50,47.5,0,0,0,0,0
1169,299.89,309.51,1556.0,34.12,38.7,0,0,0,0,0
1170,300.18,310.48,1541.8,29.82,187.8,0,0,0,0,0
1171,301.73,310.75,1301.2,44.71,130.5,0,0,0,0,0
1172,298.11,308.55,1369.7,41.62,64.4,0,0,0,0,0
1173,299.87,309.14,1988.7,21.12,30.1,0,0,0,0,0
1174,301.17,311.73,1238.7,55.87,93.2,0,0,0,0,0
1175,299.03,307.19,1736.7,33.12,9.0,0,0,0,0,0
1176,301.88,311.45,1581.6,39.95,184.7,0,0,0,0,0
1177,301.57,312.28,1724.2,27.87,49.5,0,0,0,0,0
1178,298.87,308.71,1693.7,29.25,148.6,0,0,0,0,0
1179,299.96,308.58,1467.8,44.59,166.7,0,0,0,0,0
1180,300.43,311.78,1844.0,33.55,208.1,0,0,0,0,0
1181,299.96,309.39,1770.1,24.14,165.8,0,0,0,0,0
1182,297.86,308.93,1249.4,55.16,152.6,0,0,0,0,0
1183,298.46,309.67,1357.2,57.81,224.1,1,1,0,0,1
1184,303.57,314.03,1613.8,44.50,101.8,0,0,0,0,0
1185,299.14,309.43,1651.3,40.42,2.5,0,0,0,0,0
1186,301.09,310.58,1501.1,37.30,14.6,0,0,0,0,0
1187,298.98,309.67,1629.3,30.55,84.9,0,0,0,0,0
1188,296.09,304.64,1547.1,38.11,38.0,0,0,0,0,0
1189,304.15,313.08,1794.6,29.92,213.7,0,0,0,0,0
1190,298.32,307.03,1716.4,43.91,3.9,0,0,0,0,0
1191,300.18,309.44,1434.2,45.10,239.7,0,0,0,0,0
1192,298.27,309.72,1232.2,58.37,222.2,1,0,0,0,1
1193,299.15,307.66,1593.6,40.21,136.5,0,0,0,0,0
1194,299.78,308.29,1487.5,34.51,240.8,1,1,0,0,0
1195,299.05,309.55,1159.1,55.91,148.6,0,0,0,0,0
1196,300.93,311.00,1539.4,40.47,141.7,0,0,0,0,0
1197,303.42,312.21,1684.3,39.51,85.0,0,0,0,0,0
1198,299.30,308.53,1674.9,28.93,189.5,0,0,0,0,0
1199,302.47,312.01,1602.5,29.43,133.9,0,0,0,0,0
1200,298.71,309.14,1588.1,36.37,40.0,0,0,0,0,0
1201,300.83,310.56,1565.6,42.30,223.6,0,0,0,0,0
1202,298.80,310.16,1379.4,39.77,5.0,0,0,0,0,0
1203,299.91,310.36,1670.0,39.67,53.0,0,0,0,0,0
1204,299.88,310.04,1150.0,50.01,150.0,0,0,0,0,0
1205,302.58,311.82,1678.2,37.58,220.6,0,0,0,0,0
1206,301.38,309.79,1383.7,40.92,198.9,0,0,0,0,0
1207,300.97,310.48,1589.8,41.21,67.0,0,0,0,0,0
1208,299.42,306.90,1496.8,40.88,95.8,0,0,0,0,0
1209,301.78,311.15,1504.5,51.62,208.2,0,0,0,0,0
1210,301.82,313.44,1757.0,34.39,215.8,1,1,0,0,0
1211,300.40,311.47,1619.7,38.22,207.7,0,0,0,0,0
1212,298.91,309.41,1489.4,44.73,103.8,0,0,0,0,0
1213,300.51,310.28,1531.0,32.96,33.3,0,0,0,0,0
1214,297.22,308.25,1393.2,52.06,155.9,0,0,0,0,0
1215,302.14,312.62,1616.7,36.51,45.4,0,0,0,0,0
1216,296.08,305.10,1382.6,36.55,108.3,0,0,0,0,0
1217,302.39,313.22,1768.2,22.14,174.5,0,0,0,0,0
1218,298.20,308.29,1696.6,31.11,140.6,0,0,0,0,0
1219,298.70,308.20,1822.6,26.95,152.0,0,0,0,0,0
1220,299.11,308.93,1316.5,54.99,190.5,0,0,0,0,0
1221,301.38,311.37,1535.8,53.13,199.1,0,0,0,0,0
1222,299.00,308.52,1614.9,46.61,219.6,0,0,0,0,0
1223,301.78,311.45,1602.3,36.55,65.8,0,0,0,0,0
1224,302.22,311.63,1583.6,27.10,105.6,0,0,0,0,0
1225,301.97,311.20,1673.4,58.98,15.8,1,0,0,1,0
1226,298.03,308.44,1500.8,38.34,209.6,0,0,0,0,0
1227,302.61,312.89,1584.7,36.25,23.5,0,0,0,0,0
1228,298.88,309.43,1514.5,44.78,91.3,0,0,0,0,0
1229,304.32,312.28,1216.8,50.24,221.2,1,1,1,0,1
1230,299.15,308.59,1725.4,30.27,158.0,0,0,0,0,0
1231,295.53,307.66,1707.0,17.63,70.4,1,0,0,1,0
1232,302.08,311.24,1794.1,21.20,21.4,0,0,0,0,0
1233,299.55,309.60,1608.9,37.40,58.9,0,0,0,0,0
1234,297.80,307.55,1362.7,59.94,118.9,0,0,0,0,0
1235,297.96,308.44,1454.4,41.01,96.3,0,0,0,0,0
1236,303.37,313.59,1635.4,45.19,71.2,0,0,0,0,0
1237,299.62,308.00,1379.0,53.17,5.4,1,0,1,0,0
1238,299.27,309.90,1577.7,31.68,39.6,0,0,0,0,0
1239,300.38,311.80,1674.0,36.40,67.5,0,0,0,0,0
1240,300.97,310.28,1778.1,25.44,94.3,0,0,0,0,0
1241,297.63,307.97,1635.1,28.71,106.2,0,0,0,0,0
1242,300.51,311.73,1430.4,46.41,68.6,0,0,0,0,0
1243,298.50,309.92,1296.3,55.63,37.2,0,0,0,0,0
1244,299.96,311.03,1363.8,38.98,168.2,0,0,0,0,0
1245,300.19,309.74,1431.8,38.24,141.1,0,0,0,0,0
1246,306.54,317.73,1789.6,26.74,89.5,0,0,0,0,0
1247,302.55,312.11,1258.7,53.89,0.9,0,0,0,0,0
1248,305.82,315.50,1612.2,29.28,141.9,0,0,0,0,0
1249,299.44,309.35,1514.5,38.39,75.1,0,0,0,0,0
1250,302.00,312.85,1557.5,39.28,176.8,0,0,0,0,0
1251,300.50,310.37,1721.1,26.95,162.6,0,0,0,0,0
1252,303.08,312.46,1702.7,34.95,62.0,0,0,0,0,0
1253,295.91,305.54,1790.2,42.59,33.3,0,0,0,0,0
1254,297.28,306.43,1533.6,36.03,11.0,0,0,0,0,0
1255,296.55,305.36,1434.7,45.96,71.0,0,0,0,0,0
1256,301.77,312.07,1447.5,48.10,239.5,1,0,0,0,1
1257,298.33,308.51,1575.8,33.63,2.8,0,0,0,0,0
1258,300.67,309.34,1627.7,39.92,38.3,0,0,0,0,0
1259,300.68,310.60,1297.7,40.64,1.0,0,0,0,0,0
1260,299.46,308.70,1591.4,37.57,210.8,0,0,0,0,0
1261,301.87,310.56,1607.7,32.74,238.2,0,0,0,0,0
1262,299.58,309.19,1787.4,39.89,220.5,0,0,0,0,0
1263,302.04,312.73,1400.8,47.38,221.3,0,0,0,0,0
1264,298.70,308.86,1784.3,40.41,25.0,0,0,0,0,0
1265,300.96,313.92,1844.7,29.89,17.8,0,0,0,0,0
1266,301.33,310.95,1494.9,35.31,209.0,0,0,0,0,0
1267,296.87,307.45,1308.0,42.35,140.8,0,0,0,0,0
1268,300.30,310.71,1524.2,39.52,188.7,0,0,0,0,0
1269,299.35,306.97,1417.8,50.31,92.7,0,0,0,0,0
1270,298.44,310.40,1500.4,38.59,210.8,0,0,0,0,0
1271,304.95,316.07,1831.6,26.76,9.8,0,0,0,0,0
1272,301.79,310.53,1270.5,63.74,191.9,1,0,0,0,1
1273,302.25,310.96,1627.1,42.00,172.1,0,0,0,0,0
1274,303.74,313.26,1171.4,53.83,120.1,0,0,0,0,0
1275,301.41,310.73,1711.6,36.60,195.3,0,0,0,0,0
1276,298.90,309.03,1407.4,46.74,167.4,0,0,0,0,0
1277,302.95,313.93,1488.2,59.79,150.5,1,0,0,1,0
1278,298.05,308.36,1669.3,36.49,208.0,0,0,0,0,0
1279,297.57,307.08,1700.3,44.22,120.3,0,0,0,0,0
1280,300.72,310.21,1545.9,36.57,0.3,0,0,0,0,0
1281,301.39,311.08,1405.5,57.95,147.3,0,0,0,0,0
1282,298.62,309.10,1639.8,38.76,65.2,0,0,0,0,0
1283,299.13,308.43,1401.6,54.42,132.6,0,0,0,0,0
1284,298.55,307.70,1382.7,53.95,78.8,0,0,0,0,0
1285,300.94,310.50,1575.5,35.50,111.6,0,0,0,0,0
1286,299.96,310.92,1560.9,42.75,124.0,0,0,0,0,0
1287,299.16,308.36,1756.7,32.46,68.8,0,0,0,0,0
1288,299.82,307.29,1920.2,19.92,144.4,0,0,0,0,0
1289,302.14,310.28,1599.0,42.47,29.9,0,0,0,0,0
1290,299.81,310.06,1964.0,20.46,200.5,0,0,0,0,0
1291,299.72,309.28,1703.3,45.58,11.7,0,0,0,0,0
1292,299.33,310.50,1465.1,44.83,85.7,0,0,0,0,0
1293,303.10,311.07,1446.7,39.89,233.0,1,1,0,0,0
1294,301.11,311.57,1322.3,36.68,217.0,0,0,0,0,0
1295,302.43,312.11,1272.5,34.65,144.1,0,0,0,0,0
1296,300.64,311.29,1916.3,27.46,150.2,0,0,0,0,0
1297,296.89,306.61,1337.0,35.10,153.4,0,0,0,0,0
1298,299.19,310.77,1644.6,28.63,194.9,0,0,0,0,0
1299,300.35,310.27,1548.7,50.95,28.5,0,0,0,0,0
1300,302.47,314.21,1643.8,42.72,79.8,0,0,0,0,0
1301,295.23,306.30,1338.3,43.17,121.4,0,0,0,0,0
1302,301.37,310.56,1752.5,33.35,118.5,0,0,0,0,0
1303,302.31,312.34,1476.7,37.31,199.3,0,0,0,0,0
1304,297.97,307.00,1734.6,34.78,81.8,0,0,0,0,0
1305,297.01,308.42,1545.4,41.27,81.0,0,0,0,0,0
1306,306.27,315.70,1810.0,23.31,155.9,0,0,0,0,0
1307,299.95,309.76,1967.5,22.19,144.1,0,0,0,0,0
1308,298.58,310.02,1445.0,46.95,79.8,0,0,0,0,0
1309,300.27,308.95,1580.2,34.92,104.5,0,0,0,0,0
1310,301.98,309.86,1771.1,22.94,69.9,0,0,0,0,0
1311,298.53,306.64,1387.7,53.58,140.4,0,0,0,0,0
1312,302.75,314.44,1725.2,44.67,101.3,0,0,0,0,0
1313,296.69,307.90,1409.9,45.53,84.4,0,0,0,0,0
1314,299.76,309.48,1383.9,43.09,124.4,0,0,0,0,0
1315,300.07,308.21,1358.3,48.65,180.9,1,0,1,0,0
1316,302.96,314.01,1668.0,30.23,112.1,0,0,0,0,0
1317,299.73,308.67,1757.4,27.81,204.8,0,0,0,0,0
1318,299.77,310.28,1636.7,41.36,13.0,0,0,0,0,0
1319,299.35,307.92,1720.1,25.03,111.4,0,0,0,0,0
1320,295.14,306.85,1550.4,41.31,76.5,0,0,0,0,0
1321,298.98,309.15,1720.1,32.74,164.9,0,0,0,0,0
1322,304.49,316.12,1523.4,47.04,233.8,0,0,0,0,0
1323,299.69,309.51,1417.2,45.30,120.7,0,0,0,0,0
1324,301.53,310.52,1664.6,19.23,79.1,1,0,0,1,0
1325,299.36,310.04,1471.3,50.84,90.6,0,0,0,0,0
1326,300.49,311.00,1722.1,37.69,50.5,0,0,0,0,0
1327,299.46,310.75,1492.9,43.53,131.9,0,0,0,0,0
1328,298.36,307.58,1580.1,28.52,97.8,0,0,0,0,0
1329,300.86,311.21,1374.4,37.69,29.4,0,0,0,0,0
1330,298.45,307.32,1405.3,50.37,60.5,0,0,0,0,0
1331,301.98,309.06,1216.2,51.50,15.3,1,0,1,0,0
1332,301.36,308.89,1591.9,42.59,102.3,0,0,0,0,0
1333,298.42,310.00,1518.2,45.89,27.9,0,0,0,0,0
1334,298.49,306.00,1793.9,27.12,32.2,0,0,0,0,0
1335,302.46,312.63,1488.8,45.41,20.3,0,0,0,0,0
1336,302.16,312.00,1377.6,47.09,23.7,0,0,0,0,0
1337,299.25,308.96,1150.0,59.40,225.8,1,0,0,0,1
1338,299.65,309.88,1267.2,46.40,74.8,0,0,0,0,0
1339,299.39,309.49,1423.0,36.45,172.7,0,0,0,0,0
1340,302.76,311.97,1424.3,44.58,69.1,0,0,0,0,0
1341,301.63,311.82,1495.9,45.53,173.7,0,0,0,0,0
1342,300.97,311.55,1405.3,41.99,38.8,0,0,0,0,0
1343,298.18,307.55,1496.6,37.38,82.1,0,0,0,0,0
1344,297.89,307.16,1546.0,45.47,57.4,0,0,0,0,0
1345,301.88,311.63,1444.7,54.82,84.6,0,0,0,0,0
1346,303.34,312.70,1718.4,33.13,176.2,0,0,0,0,0
1347,294.55,303.25,1704.1,35.82,232.4,0,0,0,0,0
1348,296.79,304.97,1292.8,47.55,17.3,1,0,1,0,0
1349,301.27,310.98,1565.4,36.47,30.7,0,0,0,0,0
1350,299.51,308.89,1927.7,15.76,16.0,1,0,0,1,0
1351,298.11,309.52,1293.0,45.06,98.6,0,0,0,0,0
1352,301.36,310.73,1746.8,30.67,66.3,0,0,0,0,0
1353,297.34,306.27,1748.1,31.60,132.3,0,0,0,0,0
1354,301.81,311.62,1492.6,48.24,98.0,0,0,0,0,0
1355,299.12,310.46,1437.7,32.02,15.3,0,0,0,0,0
1356,303.31,311.98,1551.8,32.49,19.6,0,0,0,0,0
1357,299.59,310.64,1337.8,50.02,1.4,0,0,0,0,0
1358,301.95,312.71,1477.6,45.41,19.5,0,0,0,0,0
1359,299.09,310.02,1576.2,45.14,56.9,0,0,0,0,0
1360,298.04,307.50,1516.5,43.20,62.0,0,0,0,0,0
1361,298.80,308.28,1451.7,36.21,179.8,0,0,0,0,0
1362,300.12,308.92,1420.4,38.30,211.8,0,0,0,0,0
1363,296.93,307.52,1677.1,30.36,74.1,0,0,0,0,0
1364,302.21,311.39,1467.3,44.04,216.4,0,0,0,0,0
1365,299.94,309.65,1390.3,44.43,222.2,0,0,0,0,0
1366,295.33,304.45,1346.4,49.24,93.1,0,0,0,0,0
1367,297.03,307.12,1607.5,35.27,188.7,0,0,0,0,0
1368,297.72,307.99,1685.5,40.51,185.5,0,0,0,0,0
1369,297.77,308.49,1305.6,46.92,146.1,0,0,0,0,0
1370,300.38,311.01,1613.2,29.00,35.2,0,0,0,0,0
1371,299.60,310.53,1532.3,30.96,136.5,0,0,0,0,0
1372,300.79,310.12,1786.2,37.89,108.8,0,0,0,0,0
1373,298.56,309.54,1603.2,45.05,97.1,0,0,0,0,0
1374,301.93,311.35,1548.1,27.17,100.7,0,0,0,0,0
1375,298.60,309.27,1563.4,32.24,128.0,0,0,0,0,0
1376,298.36,309.70,1447.2,49.11,142.0,0,0,0,0,0
1377,300.93,312.08,1514.0,48.19,117.8,0,0,0,0,0
1378,297.97,307.58,1559.2,31.68,33.9,0,0,0,0,0
1379,301.84,310.74,1570.6,36.17,63.6,0,0,0,0,0
1380,303.03,313.02,1438.3,35.28,238.7,0,0,0,0,0
1381,301.92,313.57,1747.1,31.94,10.6,0,0,0,0,0
1382,298.30,307.69,1421.8,44.57,120.3,0,0,0,0,0
1383,298.97,308.77,1224.2,38.72,21.9,0,0,0,0,0
1384,301.16,311.66,1371.9,42.00,23.8,0,0,0,0,0
1385,299.59,310.52,1775.4,40.56,130.0,0,0,0,0,0
1386,302.76,312.41,1413.7,36.45,61.7,0,0,0,0,0
1387,302.80,313.57,1479.9,40.15,48.1,0,0,0,0,0
1388,302.26,312.07,1669.4,42.93,242.2,0,0,0,0,0
1389,303.23,314.54,1638.9,43.66,171.6,0,0,0,0,0
1390,298.34,309.62,1497.2,39.58,201.7,0,0,0,0,0
1391,298.76,309.31,1683.4,35.12,122.7,0,0,0,0,0
1392,301.16,310.78,1724.2,29.85,49.2,0,0,0,0,0
1393,303.61,313.43,1385.1,53.03,203.5,0,0,0,0,0
1394,298.19,309.28,1618.1,35.23,191.8,0,0,0,0,0
1395,299.55,309.16,1654.0,21.75,212.1,0,0,0,0,0
1396,301.00,311.65,1615.9,38.75,17.3,0,0,0,0,0
1397,299.80,308.99,1593.0,40.53,188.6,0,0,0,0,0
1398,295.62,304.32,1656.5,35.33,104.3,0,0,0,0,0
1399,298.89,307.73,1470.5,44.94,12.8,0,0,0,0,0
1400,299.09,310.00,1506.0,51.68,225.8,1,0,0,0,1
1401,299.26,308.41,1873.8,26.83,112.2,0,0,0,0,0
1402,297.99,308.14,1969.9,11.91,159.7,1,0,0,1,0
1403,299.50,309.01,1707.0,33.71,95.0,0,0,0,0,0
1404,295.72,306.07,1446.1,41.94,33.5,0,0,0,0,0
1405,298.16,309.07,1777.8,30.29,208.6,0,0,0,0,0
1406,298.89,308.32,1419.4,47.37,238.6,1,0,0,0,1
1407,299.88,309.84,1590.3,46.50,68.2,0,0,0,0,0
1408,301.53,310.94,1637.8,42.61,218.7,0,0,0,0,0
1409,298.79,309.16,1476.1,37.93,85.0,0,0,0,0,0
1410,301.01,310.46,1504.5,38.91,194.0,0,0,0,0,0
1411,299.37,307.90,1250.1,38.16,30.3,1,0,1,0,0
1412,297.28,308.82,1494.8,42.43,57.0,0,0,0,0,0
1413,300.29,310.79,1454.8,51.94,120.2,0,0,0,0,0
1414,300.86,311.21,1490.4,30.69,198.1,0,0,0,0,0
1415,302.88,312.17,1781.8,28.05,41.7,0,0,0,0,0
1416,299.85,309.63,1456.4,37.56,70.0,0,0,0,0,0
1417,300.62,310.48,1697.2,32.62,214.2,0,0,0,0,0
1418,302.26,311.22,1434.4,38.58,151.8,0,0,0,0,0
1419,300.36,311.08,1558.4,36.82,47.1,0,0,0,0,0
1420,296.87,307.06,1150.0,53.69,84.6,0,0,0,0,0
1421,298.69,309.72,1594.1,42.32,39.6,0,0,0,0,0
1422,301.45,312.03,1688.7,35.23,140.5,0,0,0,0,0
1423,299.83,310.08,1334.9,38.75,197.9,0,0,0,0,0
1424,300.96,309.35,2084.0,16.12,210.9,0,0,0,0,0
1425,302.26,310.69,1445.4,44.08,75.4,0,0,0,0,0
1426,300.53,309.78,1300.1,54.36,37.9,0,0,0,0,0
1427,300.35,312.25,1458.0,33.46,36.5,0,0,0,0,0
1428,299.76,309.40,1340.7,54.80,28.6,0,0,0,0,0
1429,300.56,310.49,1539.9,39.76,70.6,0,0,0,0,0
1430,299.79,311.66,1264.0,50.52,74.2,0,0,0,0,0
1431,301.10,310.82,1603.1,30.79,28.3,0,0,0,0,0
1432,299.59,309.69,1461.2,36.04,185.0,0,0,0,0,0
1433,300.09,310.46,1828.1,26.65,36.8,0,0,0,0,0
1434,295.95,305.79,1571.1,40.91,237.6,0,0,0,0,0
1435,299.79,310.50,1513.4,50.71,175.6,0,0,0,0,0
1436,298.30,307.71,1664.7,34.61,244.1,0,0,0,0,0
1437,298.72,311.36,1522.7,39.39,193.4,0,0,0,0,0
1438,299.51,308.86,1304.6,48.04,105.2,0,0,0,0,0
1439,299.48,308.99,1564.9,42.97,228.7,0,0,0,0,0
1440,301.91,312.52,1291.6,41.28,170.2,0,0,0,0,0
1441,300.78,311.50,1685.2,33.28,216.2,1,1,0,0,0
1442,299.68,308.73,1585.0,36.17,162.7,0,0,0,0,0
1443,298.14,308.61,1270.5,50.34,69.9,0,0,0,0,0
1444,295.76,305.41,1563.0,53.22,40.9,0,0,0,0,0
1445,300.05,310.24,1542.2,39.93,185.8,0,0,0,0,0
1446,303.74,313.56,1880.0,23.09,120.5,0,0,0,0,0
1447,297.51,306.82,1486.7,40.07,180.1,0,0,0,0,0
1448,302.11,312.42,1316.4,53.04,56.0,0,0,0,0,0
1449,299.09,308.84,1415.6,43.32,194.4,0,0,0,0,0
1450,298.55,307.99,1503.8,34.42,19.1,0,0,0,0,0
